Date,ATR,CCI,MACD,MTM,ROC,RSI,open,low,high,close,chg,pct_chg
2015-08-10,194.7865,53.3201,-111.6599,267.6653,-3.9155,65.3025,3947.4724,3932.8417,4101.7313,4084.3646,177.4198,4.5411
2015-08-11,68.1291,79.5809,-93.7164,237.4338,-2.6246,62.9231,4083.5887,4042.0037,4110.1328,4066.6692,-17.6954,-0.4332
2015-08-12,62.6750,78.2679,-82.6220,67.9708,5.1691,55.9373,4025.6735,4015.3547,4078.0297,4016.1262,-50.5430,-1.2429
2015-08-13,107.8798,106.5583,-68.2548,208.5632,6.9369,61.8968,4010.0129,3967.8205,4075.7003,4075.4630,59.3368,1.4775
2015-08-14,56.4320,112.7472,-56.3741,241.6884,3.6424,61.5729,4097.9177,4056.7265,4113.1585,4073.5400,-1.9230,-0.0472
2015-08-17,71.7822,79.2789,-46.0778,170.9273,6.8790,62.1089,4058.1129,4009.9896,4081.7718,4077.8721,4.3321,0.1063
2015-08-18,286.5000,-22.4408,-57.6250,-258.9524,0.2283,31.4414,4084.3108,3816.5535,4103.0535,3825.4122,-252.4599,-6.1910
2015-08-19,230.5476,-87.5386,-61.1713,-180.5335,1.4859,39.9935,3748.2663,3668.1924,3898.7400,3886.1357,60.7235,1.5874
2015-08-20,124.6816,-97.7262,-73.1987,-254.6721,-4.7288,30.5912,3848.4034,3761.4541,3880.8240,3761.4541,-124.6816,-3.2084
2015-08-21,183.2792,-182.0203,-95.5019,-485.9272,-7.1728,22.0240,3714.2891,3578.1749,3757.7794,3589.5358,-171.9183,-4.5705
2015-08-24,322.9859,-253.9149,-136.9362,-798.0058,-14.5182,13.6472,3454.5977,3266.5499,3468.1493,3275.5342,-314.0016,-8.7477
2015-08-25,255.9781,-235.0788,-186.3941,-1034.9455,-22.1149,10.1989,3070.0069,3019.5561,3200.1081,3042.9266,-232.6076,-7.1014
2015-08-26,240.9234,-169.2778,-224.3938,-799.7202,-25.9201,9.9748,3062.5660,2952.0082,3192.9316,3025.6920,-17.2346,-0.5664
2015-08-27,181.0318,-114.6112,-237.2538,-680.4982,-21.1729,29.4082,3092.8123,3028.3984,3206.7238,3205.6375,179.9455,5.9473
2015-08-28,147.6060,-69.4632,-233.7248,-419.1678,-16.7784,41.0119,3246.2360,3223.6221,3353.2435,3342.2863,136.6488,4.2628
2015-08-31,162.7424,-57.7209,-226.3620,-222.9999,-17.3950,43.0069,3307.3962,3205.5365,3368.2789,3366.5359,24.2496,0.7255
2015-09-01,179.9256,-50.0351,-218.3690,86.5485,-17.4653,42.6887,3296.5289,3190.5783,3370.5039,3362.0827,-4.4532,-0.1323
2015-09-02,173.3833,-40.0474,-209.3191,322.9052,-17.4611,43.1139,3220.8505,3213.6371,3387.0204,3365.8318,3.7491,0.1115
2015-09-07,181.9819,-36.9823,-209.0447,224.7930,-15.0292,33.8445,3347.2934,3240.2427,3422.2246,3250.4850,-115.3468,-3.4270
2015-09-08,169.4122,-36.1358,-199.7835,128.3858,-14.2072,44.2596,3221.7890,3170.8070,3340.2192,3334.0233,83.5383,2.5700
2015-09-09,96.3613,8.0326,-185.0431,57.0191,-9.6279,51.4302,3344.8238,3330.2896,3426.6509,3399.3054,65.2821,1.9581
2015-09-10,61.9949,17.1129,-174.7157,-8.9749,-6.4625,46.8096,3349.2806,3337.3105,3398.3164,3357.5610,-41.7444,-1.2280
2015-09-11,67.6556,35.8924,-165.4608,-14.8949,2.1875,45.5882,3349.8772,3315.4782,3383.1338,3347.1878,-10.3732,-0.3090
2015-09-14,186.3553,5.5836,-161.5936,-84.7001,7.8282,38.0098,3367.6420,3187.5659,3373.9212,3281.1317,-66.0561,-1.9735
2015-09-15,149.1522,-70.2584,-167.0049,-98.2531,4.1822,27.3596,3208.7440,3131.9795,3240.0789,3152.2319,-128.8998,-3.9285
2015-09-16,214.5474,-13.3969,-156.8158,-24.7749,3.2321,48.4665,3149.1577,3131.3703,3345.9177,3309.2484,157.0165,4.9811
2015-09-17,117.9066,-21.3061,-152.8093,-162.3068,-3.1502,41.7656,3287.6567,3236.9986,3354.9052,3236.9986,-72.2498,-2.1833
2015-09-18,53.0432,-80.4867,-146.7902,-106.2878,-3.4238,43.6139,3254.4432,3227.8338,3280.8770,3251.2732,14.2746,0.4410
2015-09-21,100.6161,-32.9643,-135.8567,-38.9411,-1.6013,51.0544,3222.6029,3211.9336,3312.5497,3308.2467,56.9735,1.7523
2015-09-22,68.2297,65.3997,-123.2866,57.8983,-0.7963,54.9119,3312.3655,3303.1842,3371.4139,3339.0300,30.7833,0.9305
2015-09-23,85.6974,-30.6874,-118.0962,110.7956,0.3859,44.5170,3290.0712,3253.3326,3315.9351,3263.0275,-76.0025,-2.2762
2015-09-24,44.9551,-21.5148,-110.9311,-24.2493,-1.4704,47.9361,3278.8962,3255.9021,3300.8572,3284.9991,21.9716,0.6734
2015-09-25,88.9443,-78.2827,-108.2849,-5.0472,-4.9232,40.6742,3272.6650,3201.9137,3290.8580,3231.9514,-53.0477,-1.6148
2015-09-28,60.0475,-93.3008,-104.1161,-8.5208,-3.4194,42.7917,3226.6072,3186.5066,3246.5541,3242.7524,10.8010,0.3342
2015-09-29,83.7105,-145.7890,-104.7607,-129.3923,-5.0291,34.1408,3197.2209,3159.0419,3208.4165,3178.8544,-63.8980,-1.9705
2015-09-30,45.0532,-93.3651,-102.1499,-136.0825,-2.3828,39.6602,3195.9010,3186.7670,3223.9076,3202.9475,24.0931,0.7579
2015-10-08,134.3831,98.1183,-91.4789,33.4545,4.5761,56.6033,3324.9810,3294.6049,3337.3306,3296.4820,93.5345,2.9203
2015-10-09,58.4144,117.8132,-78.5951,55.1168,0.9328,62.4982,3302.3596,3293.9650,3352.3794,3340.1159,43.6339,1.3237
2015-10-12,146.5147,235.4139,-59.0237,215.7420,6.5090,73.2489,3351.1391,3347.2512,3486.6306,3447.6934,107.5775,3.2208
2015-10-13,38.0779,175.6806,-43.2287,202.2907,5.9598,72.6333,3422.4772,3413.9674,3452.0453,3445.0431,-2.6503,-0.0769
2015-10-14,55.4710,123.8702,-33.4667,227.2572,2.9582,63.2619,3431.1352,3403.2305,3458.7015,3406.1116,-38.9315,-1.1301
2015-10-15,84.4988,128.3964,-18.9992,283.8675,4.4260,72.1882,3403.3891,3402.3162,3486.8150,3486.8150,80.7034,2.3694
2015-10-16,50.7237,143.4849,-3.6785,237.5833,8.3063,76.2435,3508.5177,3487.1044,3537.5387,3534.0653,47.2503,1.3551
2015-10-19,70.4900,122.7447,8.3762,194.0662,7.5855,76.2538,3548.9525,3502.5045,3572.9945,3534.1821,0.1168,0.0033
2015-10-20,67.3613,111.2794,21.1970,130.0093,10.6979,80.1007,3527.8750,3510.4368,3577.7981,3577.7027,43.5206,1.2314
2015-10-21,183.8311,67.3922,22.6682,28.2113,7.1082,54.6184,3580.8378,3417.4123,3601.2434,3473.2544,-104.4483,-2.9194
2015-10-22,88.4592,61.4703,27.6532,118.4223,10.8743,61.7815,3453.2013,3442.3065,3530.7657,3524.5339,51.2795,1.4764
2015-10-23,66.0146,91.9481,34.9696,84.4261,11.4986,67.4048,3536.8425,3515.8216,3581.8362,3571.2411,46.7072,1.3252
2015-10-26,59.5642,108.8599,41.7408,55.1958,8.8816,69.4836,3614.7023,3561.1922,3620.7564,3589.2611,18.0200,0.5046
2015-10-27,114.9509,78.1506,46.8588,58.6973,7.5675,69.9454,3569.4486,3486.1020,3601.0529,3592.8794,3.6183,0.1008
2015-10-28,80.9613,59.5099,44.9134,-52.7828,2.2399,52.1551,3575.8048,3517.2104,3598.1717,3524.9199,-67.9595,-1.8915
2015-10-29,53.8483,35.5532,43.5464,60.0521,2.5620,53.8918,3539.9777,3507.9657,3561.8140,3533.3065,8.3866,0.2379
2015-10-30,76.9056,29.8639,42.0407,9.5449,3.7570,54.0760,3530.2233,3497.5677,3574.4733,3534.0788,0.7723,0.0219
2015-11-02,68.7385,-47.4045,35.7459,-95.2788,-0.3112,39.7395,3489.2252,3474.7116,3543.4501,3475.9623,-58.1165,-1.6445
2015-11-03,49.0837,-117.4259,29.5715,-123.7684,-1.9403,37.5854,3484.7218,3452.6203,3501.7040,3465.4927,-10.4696,-0.3012
2015-11-04,163.0450,110.8232,37.4035,35.6583,2.6698,68.9941,3477.1592,3477.1592,3628.5377,3628.5377,163.0450,4.7048
2015-11-05,154.1076,282.7999,49.2903,181.0498,3.5852,75.9044,3630.7817,3627.3009,3781.4085,3705.9697,77.4320,2.1340
2015-11-06,107.0483,243.9605,65.0140,260.0674,9.2167,81.4918,3698.3420,3694.6567,3801.7050,3793.3739,87.4042,2.3585
2015-11-09,98.3991,213.8457,80.3400,306.2759,8.9606,83.8999,3796.3792,3796.3792,3891.7730,3840.3547,46.9808,1.2385
2015-11-10,77.6687,148.9880,90.8643,357.2756,7.3363,81.9614,3806.6685,3798.8214,3876.4901,3833.2379,-7.1168,-0.1853
2015-11-11,61.7019,108.3644,98.1069,368.1530,6.8088,81.9900,3828.4476,3781.4102,3843.1121,3833.6457,0.4078,0.0106
2015-11-12,72.6254,82.3021,99.6062,166.7864,5.6346,69.5498,3841.7376,3771.2743,3843.8997,3795.3241,-38.3216,-0.9996
2015-11-13,67.7394,49.2617,95.7305,40.2725,6.2788,56.3979,3756.2044,3727.5847,3793.7134,3746.2422,-49.0819,-1.2932
2015-11-16,84.3353,33.4925,93.0296,-29.2477,6.5327,59.7277,3682.7349,3680.0734,3764.4087,3764.1262,17.8840,0.4774
2015-11-17,102.6178,54.0129,89.3955,-81.9678,6.3470,58.0213,3790.4261,3750.1565,3852.7743,3758.3869,-5.7393,-0.1525
2015-11-18,65.5364,16.9070,82.1147,-117.6583,6.8936,46.2061,3760.4555,3706.3103,3771.8467,3715.5796,-42.8073,-1.1390
2015-11-19,60.5570,25.7607,80.2123,-58.6767,8.9302,59.8260,3725.6220,3714.6750,3775.2320,3774.9690,59.3894,1.5984
2015-11-20,36.5183,34.1103,77.7609,-20.9408,4.0194,59.6472,3778.8843,3757.0264,3793.5447,3774.3833,-0.5857,-0.0155
2015-11-23,59.4463,8.3472,73.2751,7.0929,1.2781,52.8400,3774.4356,3743.4050,3802.8513,3753.3351,-21.0482,-0.5577
2015-11-24,51.4319,-72.1616,68.9697,-10.2375,-1.0409,53.0093,3745.7607,3702.7369,3754.1688,3753.8887,0.5536,0.0147
2015-11-25,46.1408,-23.7194,67.0216,23.2200,-1.5297,61.3449,3747.7594,3735.7162,3781.8570,3781.6069,27.7182,0.7384
2015-11-26,49.0201,-8.2367,62.9624,43.8490,-1.9255,52.4171,3795.2454,3756.8234,3805.8435,3759.4286,-22.1783,-0.5865
2015-11-27,225.0382,-291.3590,42.9158,-217.9766,-7.2165,20.2065,3739.0958,3534.3904,3742.7417,3556.9924,-202.4362,-5.3848
2015-11-30,132.9024,-274.0336,27.4722,-207.9711,-6.0314,22.8537,3554.8900,3455.0679,3587.9703,3566.4122,9.4198,0.2648
2015-12-01,81.1898,-150.0373,17.0763,-161.6391,-4.1254,30.3012,3562.3186,3536.1156,3617.3054,3591.6960,25.2838,0.7089
2015-12-02,152.4517,-41.1014,19.1278,-31.9342,-1.1204,56.3516,3587.7576,3573.4025,3725.8542,3721.9545,130.2585,3.6267
2015-12-03,65.3087,22.9364,22.6984,-32.3084,-0.2418,60.1075,3709.5469,3693.1370,3758.4457,3749.2985,27.3440,0.7347
2015-12-04,82.0074,-18.9112,19.5171,-81.8364,-1.0224,47.2995,3719.7338,3667.2911,3726.1236,3677.5922,-71.7063,-1.9125
2015-12-07,40.7592,-20.7780,17.6011,130.6149,-2.3142,49.1167,3681.5817,3658.5778,3699.3370,3687.6073,10.0151,0.2723
2015-12-08,68.1624,-59.6445,10.7471,56.6080,-4.0103,38.7708,3668.8385,3619.4449,3668.8385,3623.0202,-64.5871,-1.7515
2015-12-09,43.6681,-54.1920,6.2852,44.2422,-3.1278,41.7173,3613.4203,3611.4904,3655.1585,3635.9382,12.9180,0.3566
2015-12-10,62.3272,-41.1170,1.6924,-98.8703,-3.4845,39.4505,3634.3660,3615.9911,3678.3183,3623.0842,-12.8540,-0.3535
2015-12-11,52.5972,-67.6684,-3.1238,-141.2398,-4.5893,36.6564,3605.3723,3578.1463,3630.7435,3608.0587,-15.0255,-0.4147
2015-12-14,141.5048,7.0902,1.3759,33.7298,-1.2796,60.0126,3573.8838,3570.9978,3712.5026,3711.3220,103.2633,2.8620
2015-12-15,38.1276,59.3891,3.5348,6.7812,3.8627,55.9528,3707.7304,3679.2297,3717.3573,3694.3885,-16.9335,-0.4563
2015-12-16,35.6402,69.0449,4.4721,62.4196,3.3375,53.6512,3703.9503,3677.4495,3713.0897,3685.4398,-8.9487,-0.2422
2015-12-17,83.4037,129.0346,10.7753,119.9499,4.5714,66.6220,3712.7833,3709.8511,3768.8435,3755.8881,70.4483,1.9115
2015-12-18,59.2930,162.9413,16.5501,144.8286,1.2348,68.4315,3754.9603,3750.9250,3810.2180,3767.9128,12.0247,0.3202
2015-12-21,117.8310,205.9922,28.7078,257.9063,3.1117,79.3735,3762.0970,3759.9890,3877.8200,3865.9650,98.0522,2.6023
2015-12-22,38.8746,176.6589,38.7649,165.4105,5.4150,80.2744,3872.0975,3841.5929,3880.4675,3876.7325,10.7675,0.2785
2015-12-23,63.7211,150.8359,45.3768,171.9929,4.8480,76.4235,3877.8722,3862.9646,3926.6857,3866.3814,-10.3511,-0.2670
2015-12-24,80.5950,82.2659,47.0901,143.9624,5.6964,63.3876,3858.1348,3787.0836,3867.6786,3829.4022,-36.9792,-0.9564
2015-12-25,34.8207,73.7184,48.5977,82.3129,5.5629,65.0879,3832.0849,3813.2040,3848.0247,3838.2010,8.7988,0.2298
2015-12-28,125.7575,18.0868,40.4047,-40.2812,2.8856,38.2796,3847.5323,3727.6316,3853.3891,3727.6316,-110.5694,-2.8808
2015-12-29,51.5715,-10.2454,36.2568,-104.0905,4.2631,46.4729,3723.0498,3710.4803,3762.0518,3761.8745,34.2429,0.9186
2015-12-30,39.3790,-12.0914,32.8572,-111.5573,1.4511,47.2824,3762.9141,3726.2780,3765.6570,3765.1752,3.3007,0.0877
2015-12-31,45.2919,-36.8980,27.0933,-135.3767,0.9911,39.8044,3760.9039,3727.3247,3772.6166,3731.0047,-34.1705,-0.9075
2016-01-04,262.0562,-228.1316,1.3734,-360.3360,-5.8710,16.2146,3725.8561,3468.9485,3726.2446,3469.0662,-261.9385,-7.0206
2016-01-05,140.9371,-244.5133,-18.0183,-359.4213,-7.3780,18.3675,3382.1769,3377.2799,3518.2170,3478.7797,9.7135,0.2800
2016-01-06,75.2728,-150.5537,-28.1376,-187.8234,-6.0539,31.6152,3482.4064,3468.4666,3543.7394,3539.8082,61.0285,1.7543
2016-01-07,255.0708,-174.3734,-55.3231,-467.4906,-14.7850,17.7300,3481.1499,3284.7374,3481.1499,3294.3839,-245.4243,-6.9333
2016-01-08,180.9201,-135.5328,-70.6328,-403.6120,-13.2888,28.1022,3371.8710,3237.9307,3418.8508,3361.5632,67.1793,2.0392
2016-01-11,169.1133,-136.2738,-95.3132,-538.5548,-17.4305,20.3514,3303.1246,3192.4499,3342.4807,3192.4499,-169.1133,-5.0308
2016-01-12,67.7035,-122.2341,-111.7080,-253.3563,-16.0258,23.8193,3214.8234,3174.5497,3242.2532,3215.7099,23.2600,0.7286
2016-01-13,101.4166,-111.6515,-128.0528,-322.9010,-17.7771,20.9973,3240.4838,3155.8787,3257.2953,3155.8787,-59.8312,-1.8606
2016-01-14,154.6187,-100.7395,-134.1588,-318.2368,-13.5759,31.6643,3076.6445,3072.0389,3226.6576,3221.5714,65.6927,2.0816
2016-01-15,120.5192,-96.0578,-145.6176,-175.6538,-17.0964,25.2577,3200.8880,3101.0522,3216.7977,3118.7301,-102.8413,-3.1923
2016-01-18,98.8894,-92.1347,-151.9788,-230.8343,-16.8504,27.3166,3068.2348,3066.7270,3165.6164,3130.7289,11.9988,0.3847
2016-01-19,108.6917,-62.4934,-147.8600,30.6752,-13.6124,42.0642,3132.7047,3119.2163,3227.9080,3223.1251,92.3962,2.9513
2016-01-20,71.5237,-57.1679,-146.8366,-41.3318,-8.4947,37.2758,3204.2183,3154.4259,3225.9496,3174.3781,-48.7470,-1.5124
2016-01-21,121.1927,-80.8681,-151.7829,-74.5333,-11.4245,29.5675,3136.3841,3081.3454,3202.5381,3081.3454,-93.0327,-2.9307
2016-01-22,78.2127,-90.8862,-151.3664,-108.1088,-12.0443,35.1252,3114.8950,3053.9581,3132.1708,3113.4626,32.1172,1.0423
2016-01-25,44.2318,-69.3591,-148.0848,10.1559,-5.0236,37.9468,3129.0279,3105.1004,3149.3322,3128.8860,15.4234,0.4954
2016-01-26,194.2391,-185.3925,-158.8534,-190.2204,-12.5256,23.1741,3099.5957,2934.6469,3106.5302,2940.5085,-188.3775,-6.0206
2016-01-27,124.2539,-217.6228,-166.2903,-292.7732,-8.2099,22.6047,2953.1826,2839.2899,2963.5438,2930.3519,-10.1566,-0.3454
2016-01-28,100.0424,-191.7573,-176.3320,-320.6219,-11.2558,18.4930,2909.3341,2841.8442,2941.8866,2853.7562,-76.5957,-2.6139
2016-01-29,111.5531,-119.9246,-174.8244,-135.2552,-6.6475,35.4721,2855.5983,2854.3712,2965.3093,2946.0902,92.3340,3.2355
2016-02-01,76.5288,-104.2588,-175.2440,-212.4149,-9.9493,31.6166,2939.0401,2869.5614,2944.5172,2901.0477,-45.0425,-1.5289
2016-02-02,71.3781,-65.9588,-168.7665,-167.5523,-5.0468,41.7800,2901.5284,2901.5119,2972.4258,2961.3337,60.2860,2.0781
2016-02-03,51.4355,-60.4037,-162.7810,8.1301,-5.8162,40.2676,2931.2883,2909.8982,2954.7100,2948.6386,-12.6951,-0.4287
2016-02-04,50.5675,-27.3676,-153.3550,54.4079,-7.3955,46.8379,2960.3335,2960.2065,2999.2061,2984.7598,36.1212,1.2250
2016-02-05,25.5126,-28.5516,-145.8951,110.0332,-6.6340,43.5042,2982.0563,2962.8471,2988.3597,2963.7894,-20.9704,-0.7026
2016-02-15,77.7711,-52.0223,-139.7507,0.6164,-4.3695,40.6742,2888.4277,2886.0183,2961.4926,2946.7066,-17.0828,-0.5764
2016-02-16,95.3820,33.4739,-126.1383,135.9876,-2.4547,58.0073,2962.1871,2962.1871,3042.0886,3037.0353,90.3287,3.0654
2016-02-17,38.7387,86.0532,-111.9391,101.9862,-2.0955,61.8949,3034.0902,3027.0458,3065.7845,3063.3199,26.2846,0.8655
2016-02-18,43.6722,109.6073,-100.3062,105.0599,3.8493,59.4763,3079.5272,3049.8407,3093.5129,3053.6985,-9.6214,-0.3141
2016-02-19,33.3341,109.1134,-90.2176,66.8252,4.1372,58.8699,3047.9417,3032.6336,3065.9677,3051.5850,-2.1135,-0.0692
2016-02-22,76.6219,147.6054,-75.9181,155.0781,9.2899,70.3989,3083.9325,3071.3289,3128.2069,3118.8675,67.2825,2.2048
2016-02-23,57.7915,106.3732,-66.2032,142.6566,4.8632,61.3497,3117.2027,3061.4294,3119.2209,3089.3632,-29.5043,-0.9460
2016-02-24,54.2943,92.7239,-56.2274,72.5101,7.1870,65.0386,3077.6062,3055.2511,3109.5454,3109.5454,20.1822,0.6533
2016-02-25,204.0889,-36.6168,-62.9910,-144.5698,-1.4380,31.2274,3104.4097,2905.4565,3104.4357,2918.7501,-190.7953,-6.1358
2016-02-26,61.4371,-85.7708,-65.2365,-105.6679,-0.0206,37.2363,2942.0954,2902.9480,2964.3851,2948.0306,29.2805,1.0032
2016-02-29,126.8157,-138.5541,-71.8813,-174.1184,-3.5947,29.7254,2939.5802,2821.2149,2939.8745,2877.4666,-70.5640,-2.3936
2016-03-01,87.1133,-95.5574,-72.0222,-188.1738,-1.1167,40.5752,2881.3353,2863.3228,2950.4361,2930.6937,53.2271,1.8498
2016-03-02,124.0300,6.8887,-61.6882,-38.0305,3.5506,58.1490,2933.9209,2933.1162,3054.7237,3051.3327,120.6390,4.1164
2016-03-03,38.1974,50.6410,-52.3233,-51.1235,0.7042,59.0039,3050.3886,3040.2463,3078.4437,3058.4219,7.0892,0.2323
2016-03-04,69.2321,60.8613,-41.5605,175.1394,0.9979,63.4825,3047.5371,3032.4235,3101.6556,3093.8895,35.4676,1.1597
2016-03-07,47.3189,83.5208,-31.7809,156.8091,1.6747,64.9030,3108.9994,3083.5843,3130.9032,3104.8397,10.9502,0.3539
2016-03-08,107.4214,44.5252,-23.5307,230.2061,1.8380,65.3218,3100.1492,3001.8285,3109.2499,3107.6727,2.8330,0.0912
2016-03-09,87.5392,26.3395,-19.6518,141.2133,-1.5057,55.3212,3045.9238,3020.1335,3072.9156,3071.9070,-35.7657,-1.1509
2016-03-10,61.4694,4.2567,-21.0764,-38.1870,-2.4671,42.4947,3056.2104,3012.6908,3074.1602,3013.1457,-58.7613,-1.9129
2016-03-11,44.2646,-15.6482,-21.5423,-40.1375,-2.9349,43.8607,2990.2135,2982.1722,3026.4368,3018.2844,5.1387,0.1705
2016-03-14,88.5158,56.5108,-17.8803,-28.1991,5.0344,55.5492,3039.5689,3033.9997,3106.8002,3065.6904,47.4060,1.5706
2016-03-15,48.5065,50.6126,-14.0823,-30.0601,4.2994,57.5812,3061.3427,3028.5781,3077.0846,3074.7796,9.0892,0.2965
2016-03-16,35.8309,72.1707,-9.7294,-17.6399,7.3873,61.1570,3068.8664,3064.5209,3100.3518,3090.0328,15.2532,0.4961
2016-03-17,70.2696,104.0654,-3.4822,52.2969,6.6029,68.3333,3096.8076,3077.5717,3147.8413,3124.2039,34.1711,1.1058
2016-03-18,73.4641,181.6993,5.2618,158.8173,3.9534,75.8243,3136.2230,3130.1020,3197.6680,3171.9630,47.7591,1.5287
2016-03-21,95.8121,243.2051,18.2328,231.1528,6.2456,83.4469,3203.2929,3198.3608,3267.7751,3249.4372,77.4742,2.4425
2016-03-22,30.9496,168.9727,26.3012,160.0999,4.2633,74.8078,3231.6146,3218.7276,3249.6772,3225.7903,-23.6469,-0.7277
2016-03-23,39.2707,127.2372,33.1447,161.3128,4.2274,76.1013,3217.7288,3202.9759,3242.2466,3236.0924,10.3021,0.3194
2016-03-24,54.2796,76.6626,33.8016,91.8179,2.3869,57.4607,3211.4960,3181.8128,3221.9061,3181.8507,-54.2417,-1.6761
2016-03-25,30.1244,62.5675,35.2048,73.6130,4.0988,60.8482,3176.8101,3174.3179,3204.4423,3197.8169,15.9662,0.5018
2016-03-28,67.7455,49.7044,33.6623,-2.2347,5.1966,52.0912,3206.9532,3161.8782,3229.6237,3169.7283,-28.0886,-0.8784
2016-03-29,55.3143,5.6949,29.3325,-114.0274,3.8805,43.0150,3171.3138,3122.7605,3178.0748,3135.4098,-34.3185,-1.0827
2016-03-30,81.2657,51.2496,32.0568,-9.5150,4.9119,61.8235,3161.2886,3161.2886,3216.6755,3216.2753,80.8655,2.5791
2016-03-31,33.2619,73.1013,33.9704,-18.0045,4.6608,62.1594,3229.1995,3208.6649,3241.9268,3218.0879,1.8126,0.0564
2016-04-01,56.7569,40.9504,35.3863,40.0441,4.2673,62.9804,3213.6740,3165.8555,3222.6124,3221.8948,3.8069,0.1183
2016-04-05,66.7236,108.0083,39.4899,66.6689,4.4902,71.3313,3211.3046,3205.2065,3271.9301,3264.4858,42.5910,1.3219
2016-04-06,31.4439,114.5901,41.6998,87.7993,2.6975,68.3103,3250.5215,3236.1961,3267.6400,3257.5276,-6.9582,-0.2131
2016-04-07,62.1759,50.7016,39.1081,73.8804,-1.2355,50.5135,3266.2883,3208.6443,3270.8202,3209.2902,-48.2374,-1.4808
2016-04-08,45.9852,-77.3538,34.7521,-30.5495,-1.2420,43.8209,3189.8456,3163.3050,3197.7736,3185.7258,-23.5644,-0.7343
2016-04-11,65.8459,58.1857,34.4827,12.0078,-0.1853,56.7641,3213.5070,3213.5070,3251.5717,3230.0957,44.3699,1.3928
2016-04-12,33.3615,20.3026,32.9496,-3.4451,1.1502,52.9236,3227.3673,3198.9027,3232.2642,3218.4497,-11.6460,-0.3605
2016-04-13,78.0731,136.3177,34.7979,-3.1027,1.9878,63.7680,3237.8575,3237.8575,3296.5228,3261.3831,42.9334,1.3340
2016-04-14,34.0217,126.3034,37.0020,18.3045,3.3474,66.8518,3277.0982,3252.0499,3286.0716,3275.8321,14.4490,0.4430
2016-04-15,21.2547,109.9802,38.0180,62.9151,4.3629,65.1808,3279.8566,3261.7299,3282.9846,3272.2053,-3.6268,-0.1107
2016-04-18,50.5430,18.3595,34.8904,42.7273,0.3786,47.8621,3252.6706,3221.6623,3252.6706,3228.4531,-43.7522,-1.3371
2016-04-19,29.1480,11.3810,32.8282,8.2072,0.6282,51.3539,3243.9712,3221.5773,3250.7253,3238.3029,9.8498,0.3051
2016-04-20,141.0525,-156.5814,26.2694,-37.4233,-1.2685,34.9980,3244.1419,3107.3693,3248.4218,3181.0264,-57.2765,-1.7687
2016-04-21,47.6175,-143.1590,19.2021,-100.7798,-3.1822,30.8006,3160.7958,3150.9395,3198.5570,3160.6033,-20.4231,-0.6420
2016-04-22,37.3872,-135.2386,14.5868,-100.9309,-2.5365,37.1347,3142.5611,3137.9927,3175.3799,3174.9012,14.2979,0.4524
2016-04-25,37.7882,-117.4199,9.7781,-110.1722,-1.4725,33.7939,3164.7384,3137.1130,3172.2694,3162.0331,-12.8681,-0.4053
2016-04-26,30.6913,-77.7890,7.2654,-49.2926,-0.2061,42.1118,3159.7706,3150.4041,3181.0954,3179.1605,17.1274,0.5417
2016-04-27,26.1350,-63.2962,4.1574,-72.3873,-1.9869,37.7147,3181.9305,3162.6914,3188.8264,3165.9156,-13.2449,-0.4166
2016-04-28,39.1237,-83.2437,1.2495,-20.4455,-1.7980,35.9028,3169.3333,3135.6425,3174.7662,3160.5809,-5.3347,-0.1685
2016-04-29,21.8921,-69.4554,-1.3491,-3.8582,-3.2084,34.4738,3153.5371,3149.3966,3171.2887,3156.7451,-3.8358,-0.1214
2016-05-03,67.0805,-9.4932,1.1610,38.6385,-1.9016,61.6177,3159.8230,3151.4045,3218.4850,3213.5397,56.7946,1.7992
2016-05-04,24.5897,26.7678,2.7891,47.4283,-1.9175,59.4941,3203.4653,3198.2919,3222.8816,3209.4614,-4.0783,-0.1269
2016-05-05,20.7159,39.4420,4.3885,34.7594,-0.4502,61.2463,3204.1686,3196.5661,3217.2820,3213.9199,4.4585,0.1389
2016-05-06,86.7461,-68.8692,-1.0746,-35.5612,-3.3335,31.0432,3213.1358,3130.1469,3216.8930,3130.3544,-83.5655,-2.6001
2016-05-09,75.3487,-262.7814,-10.5070,-94.9655,-3.6281,21.2851,3115.4301,3055.0057,3115.4301,3065.6154,-64.7390,-2.0681
2016-05-10,29.5414,-231.8162,-17.4983,-87.6327,-2.8947,22.8569,3055.2119,3055.1831,3084.7245,3069.1124,3.4970,0.1141
2016-05-11,39.7885,-143.7304,-21.6838,-130.7311,-2.9006,29.4757,3080.6361,3063.0883,3102.8768,3082.8086,13.6962,0.4463
2016-05-12,60.3261,-121.1106,-24.1313,-119.3242,-2.2737,33.1581,3059.3831,3035.0228,3095.3489,3090.1372,7.3286,0.2377
2016-05-13,38.4045,-87.8298,-26.9866,-138.9848,-3.2784,29.3441,3081.6797,3064.6910,3103.0955,3074.9351,-15.2021,-0.4920
2016-05-16,41.8935,-72.8758,-27.2909,-35.0459,-2.2302,40.3738,3064.5261,3053.6619,3095.5554,3095.3085,20.3734,0.6626
2016-05-17,31.7423,-54.9298,-27.9589,20.4095,-2.3589,37.1986,3095.5229,3073.4590,3105.2013,3086.0249,-9.2836,-0.2999
2016-05-18,46.5631,-80.3195,-29.5986,-1.0766,-2.8102,31.4476,3071.5292,3039.4618,3072.6122,3068.0358,-17.9891,-0.5829
